geometry,building,x,y
"POLYGON ((1955053.032100397 8368388.421837063, 1955070.65397579 8368360.954004958, 1955100.209300595 8368379.775777183, 1955081.696869276 8368406.933307037, 1955053.032100397 8368388.421837063))",house,"[1955053.032100397, 1955070.6539757897, 1955100.2093005953, 1955081.6968692762, 1955053.032100397]","[8368388.421837063, 8368360.954004958, 8368379.775777183, 8368406.933307037, 8368388.421837063]"
"POLYGON ((1955053.032100397 8368388.421837063, 1955019.591725363 8368368.425067806, 1955036.31191288 8368341.844080411, 1955070.65397579 8368360.954004958, 1955053.032100397 8368388.421837063))",house,"[1955053.032100397, 1955019.591725363, 1955036.31191288, 1955070.6539757897, 1955053.032100397]","[8368388.421837063, 8368368.425067806, 8368341.844080411, 8368360.954004958, 8368388.421837063]"
"POLYGON ((1955087.374163307 8368490.24658177, 1955083.489113078 8368443.357808178, 1955114.836681686 8368441.273869605, 1955117.530613363 8368488.739042092, 1955087.374163307 8368490.24658177))",house,"[1955087.3741633068, 1955083.489113078, 1955114.8366816856, 1955117.5306133626, 1955087.3741633068]","[8368490.24658177, 8368443.357808178, 8368441.273869605, 8368488.739042092, 8368490.24658177]"
"POLYGON ((1955114.836681686 8368441.273869605, 1955147.085938168 8368439.189931618, 1955150.369863147 8368486.655090695, 1955117.530613363 8368488.739042092, 1955114.836681686 8368441.273869605))",house,"[1955114.8366816856, 1955147.0859381682, 1955150.369863147, 1955117.5306133626, 1955114.8366816856]","[8368441.273869605, 8368439.189931618, 8368486.655090695, 8368488.739042092, 8368441.273869605]"
"POLYGON ((1955147.085938168 8368439.189931618, 1955178.7340694 8368437.394198287, 1955181.717431754 8368485.768303049, 1955150.369863147 8368486.655090695, 1955147.085938168 8368439.189931618))",house,"[1955147.0859381682, 1955178.7340694005, 1955181.7174317539, 1955150.369863147, 1955147.0859381682]","[8368439.189931618, 8368437.394198287, 8368485.768303049, 8368486.655090695, 8368439.189931618]"
"POLYGON ((1955178.7340694 8368437.394198287, 1955209.491644707 8368435.908838958, 1955211.885013759 8368483.373976925, 1955181.717431754 8368485.768303049, 1955178.7340694 8368437.394198287))",house,"[1955178.7340694005, 1955209.491644707, 1955211.885013759, 1955181.7174317539, 1955178.7340694005]","[8368437.394198287, 8368435.9088389585, 8368483.373976925, 8368485.768303049, 8368437.394198287]"
"POLYGON ((1954185.385725256 8368307.149274344, 1954188.569462693 8368285.911256344, 1954189.415490822 8368280.280309842, 1954156.720956377 8368275.957342024, 1954153.437031398 8368302.072540054, 1954185.385725256 8368307.149274344))",house,"[1954185.3857252563, 1954188.5694626926, 1954189.4154908224, 1954156.720956377, 1954153.4370313983, 1954185.3857252563]","[8368307.149274344, 8368285.911256344, 8368280.280309842, 8368275.957342024, 8368302.072540054, 8368307.149274344]"
"POLYGON ((1954176.725068872 8368366.718029042, 1954182.246515615 8368334.018336736, 1954148.505577956 8368329.540152875, 1954145.221652978 8368360.000724484, 1954176.725068872 8368366.718029042))",house,"[1954176.725068872, 1954182.2465156154, 1954148.505577956, 1954145.2216529776, 1954176.725068872]","[8368366.718029042, 8368334.018336736, 8368329.540152875, 8368360.000724484, 8368366.718029042]"
"POLYGON ((1954182.246515615 8368334.018336736, 1954210.766569157 8368338.806892785, 1954205.089275126 8368373.280154247, 1954176.725068872 8368366.718029042, 1954182.246515615 8368334.018336736))",house,"[1954182.2465156154, 1954210.766569157, 1954205.0892751263, 1954176.725068872, 1954182.2465156154]","[8368334.018336736, 8368338.806892785, 8368373.280154247, 8368366.718029042, 8368334.018336736]"
"POLYGON ((1954210.766569157 8368338.806892785, 1954238.974928124 8368345.524178034, 1954234.355169256 8368380.307842112, 1954205.089275126 8368373.280154247, 1954210.766569157 8368338.806892785))",house,"[1954210.766569157, 1954238.9749281239, 1954234.3551692562, 1954205.0892751263, 1954210.766569157]","[8368338.806892785, 8368345.524178034, 8368380.307842112, 8368373.280154247, 8368338.806892785]"
"POLYGON ((1954238.974928124 8368345.524178034, 1954267.639697003 8368351.044327926, 1954263.019938136 8368387.158181529, 1954234.355169256 8368380.307842112, 1954238.974928124 8368345.524178034))",house,"[1954238.9749281239, 1954267.6396970032, 1954263.0199381355, 1954234.3551692562, 1954238.9749281239]","[8368345.524178034, 8368351.044327926, 8368387.1581815295, 8368380.307842112, 8368345.524178034]"
"POLYGON ((1954267.639697003 8368351.044327926, 1954296.159750544 8368355.212154675, 1954290.927734477 8368391.946772078, 1954263.019938136 8368387.158181529, 1954267.639697003 8368351.044327926))",house,"[1954267.6396970032, 1954296.1597505445, 1954290.927734477, 1954263.0199381355, 1954267.6396970032]","[8368351.044327926, 8368355.212154675, 8368391.946772078, 8368387.1581815295, 8368351.044327926]"
"POLYGON ((1954296.159750544 8368355.212154675, 1954324.523956798 8368357.163053109, 1954320.939469195 8368392.988734324, 1954290.927734477 8368391.946772078, 1954296.159750544 8368355.212154675))",house,"[1954296.1597505445, 1954324.5239567982, 1954320.939469195, 1954290.927734477, 1954296.1597505445]","[8368355.212154675, 8368357.163053109, 8368392.988734324, 8368391.946772078, 8368355.212154675]"
"POLYGON ((1954324.523956798 8368357.163053109, 1954355.281532105 8368359.091782751, 1954348.557834861 8368395.383031104, 1954320.939469195 8368392.988734324, 1954324.523956798 8368357.163053109))",house,"[1954324.5239567982, 1954355.2815321046, 1954348.5578348606, 1954320.939469195, 1954324.5239567982]","[8368357.163053109, 8368359.091782751, 8368395.383031104, 8368392.988734324, 8368357.163053109]"
"POLYGON ((1954355.281532105 8368359.091782751, 1954367.816106768 8368360.88749701, 1954366.624988217 8368370.752848574, 1954382.599335145 8368372.681581774, 1954379.615972792 8368399.417866322, 1954348.557834861 8368395.383031104, 1954355.281532105 8368359.091782751))",house,"[1954355.2815321046, 1954367.8161067679, 1954366.6249882167, 1954382.5993351452, 1954379.615972792, 1954348.5578348606, 1954355.2815321046]","[8368359.091782751, 8368360.88749701, 8368370.752848574, 8368372.681581774, 8368399.417866322, 8368395.383031104, 8368359.091782751]"
"POLYGON ((1954278.393159814 8368330.737290865, 1954282.278210043 8368306.395523184, 1954310.486569009 8368309.98692648, 1954308.54960987 8368327.877461541, 1954307.948484619 8368333.419767445, 1954278.393159814 8368330.737290865))",house,"[1954278.3931598137, 1954282.2782100427, 1954310.4865690093, 1954308.5496098697, 1954307.9484846194, 1954278.3931598137]","[8368330.737290865, 8368306.395523184, 8368309.98692648, 8368327.8774615405, 8368333.419767445, 8368330.737290865]"
"POLYGON ((1954310.486569009 8368309.98692648, 1954311.532972223 8368304.466807319, 1954340.053025764 8368307.903025591, 1954337.915691541 8368324.419064756, 1954337.058531462 8368331.025490786, 1954308.54960987 8368327.877461541, 1954310.486569009 8368309.98692648))",house,"[1954310.4865690093, 1954311.532972223, 1954340.0530257642, 1954337.9156915413, 1954337.0585314622, 1954308.5496098697, 1954310.4865690093]","[8368309.98692648, 8368304.466807319, 8368307.903025591, 8368324.4190647565, 8368331.025490786, 8368327.8774615405, 8368309.98692648]"
"POLYGON ((1954340.053025764 8368307.903025591, 1954340.943581691 8368302.227724022, 1954370.955316409 8368302.515922823, 1954368.138933291 8368326.059586102, 1954367.816106768 8368328.786399421, 1954337.915691541 8368324.419064756, 1954340.053025764 8368307.903025591))",house,"[1954340.0530257642, 1954340.9435816905, 1954370.9553164085, 1954368.138933291, 1954367.8161067679, 1954337.9156915413, 1954340.0530257642]","[8368307.903025591, 8368302.227724022, 8368302.515922823, 8368326.059586102, 8368328.786399421, 8368324.4190647565, 8368307.903025591]"
"POLYGON ((1954370.955316409 8368302.515922823, 1954392.751672706 8368303.86824043, 1954388.721907139 8368329.25195301, 1954368.138933291 8368326.059586102, 1954370.955316409 8368302.515922823))",house,"[1954370.9553164085, 1954392.7516727059, 1954388.721907139, 1954368.138933291, 1954370.9553164085]","[8368302.515922823, 8368303.86824043, 8368329.25195301, 8368326.059586102, 8368302.515922823]"
"POLYGON ((1954253.157031251 8368304.023424431, 1954282.278210043 8368306.395523184, 1954278.393159814 8368330.737290865, 1954249.583675597 8368327.611430955, 1954250.084613305 8368324.286049532, 1954253.157031251 8368304.023424431))",house,"[1954253.1570312511, 1954282.2782100427, 1954278.3931598137, 1954249.5836755966, 1954250.084613305, 1954253.1570312511]","[8368304.023424431, 8368306.395523184, 8368330.737290865, 8368327.611430955, 8368324.286049532, 8368304.023424431]"
"POLYGON ((1954253.902871839 8368299.678273567, 1954225.093387622 8368296.397242977, 1954221.809462644 8368316.238632681, 1954221.063622055 8368320.738977659, 1954250.084613305 8368324.286049532, 1954253.902871839 8368299.678273567))",house,"[1954253.9028718392, 1954225.093387622, 1954221.8094626437, 1954221.063622055, 1954250.084613305, 1954253.9028718392]","[8368299.678273567, 8368296.397242977, 8368316.238632681, 8368320.738977659, 8368324.286049532, 8368299.678273567]"
"POLYGON ((1954188.569462693 8368285.911256344, 1954225.694512872 8368290.877133986, 1954221.809462644 8368316.238632681, 1954184.784600005 8368311.028877142, 1954188.569462693 8368285.911256344))",house,"[1954188.5694626926, 1954225.6945128723, 1954221.8094626437, 1954184.7846000055, 1954188.5694626926]","[8368285.911256344, 8368290.877133986, 8368316.238632681, 8368311.028877142, 8368285.911256344]"
"POLYGON ((1953991.75660297 8368317.590952803, 1953989.21851858 8368293.559596067, 1954027.735062395 8368290.12338449, 1954029.827868822 8368315.662234015, 1953991.75660297 8368317.590952803))",house,"[1953991.7566029702, 1953989.21851858, 1954027.7350623945, 1954029.8278688216, 1953991.7566029702]","[8368317.590952803, 8368293.559596067, 8368290.12338449, 8368315.662234015, 8368317.590952803]"
"POLYGON ((1954059.383193627 8368301.318789409, 1954058.192075076 8368276.245539794, 1954099.090855993 8368273.563084008, 1954098.790293368 8368299.079707067, 1954059.383193627 8368301.318789409))",house,"[1954059.383193627, 1954058.1920750758, 1954099.090855993, 1954098.790293368, 1954059.383193627]","[8368301.318789409, 8368276.245539794, 8368273.563084008, 8368299.0797070665, 8368301.318789409]"
"POLYGON ((1953990.264921794 8368254.143019976, 1953986.379871565 8368222.042386985, 1954014.744077819 8368218.916573143, 1954017.137446871 8368252.3695007, 1953990.264921794 8368254.143019976))",house,"[1953990.2649217937, 1953986.379871565, 1954014.7440778192, 1954017.137446871, 1953990.2649217937]","[8368254.143019976, 8368222.042386985, 8368218.916573143, 8368252.3695007, 8368254.143019976]"
"POLYGON ((1954046.392209052 8368236.230494835, 1954043.854124662 8368211.157466493, 1954079.242590785 8368208.918411524, 1954078.786180872 8368197.723146862, 1954092.378290698 8368196.082654064, 1954096.70861889 8368245.940496877, 1954085.955156079 8368246.827255695, 1954083.717634314 8368233.104674979, 1954046.392209052 8368236.230494835))",house,"[1954046.3922090516, 1954043.8541246615, 1954079.2425907848, 1954078.786180872, 1954092.3782906984, 1954096.7086188903, 1954085.9551560795, 1954083.7176343144, 1954046.3922090516]","[8368236.230494835, 8368211.157466493, 8368208.918411524, 8368197.723146862, 8368196.082654064, 8368245.940496877, 8368246.827255695, 8368233.104674979, 8368236.230494835]"
"POLYGON ((1954043.709409324 8368144.42948628, 1954040.425484345 8368117.849306158, 1954066.095758922 8368114.85654792, 1954069.3796839 8368142.32346351, 1954043.709409324 8368144.42948628))",house,"[1954043.7094093235, 1954040.4254843453, 1954066.0957589217, 1954069.3796839002, 1954043.7094093235]","[8368144.42948628, 8368117.849306158, 8368114.85654792, 8368142.32346351, 8368144.42948628]"
"POLYGON ((1954061.019590142 8368097.853270479, 1954055.943421362 8368061.120117833, 1954013.552959268 8368066.196686269, 1954018.328565422 8368102.907695662, 1954061.019590142 8368097.853270479))",house,"[1954061.0195901417, 1954055.9434213615, 1954013.5529592675, 1954018.3285654224, 1954061.0195901417]","[8368097.8532704795, 8368061.120117833, 8368066.196686269, 8368102.907695662, 8368097.8532704795]"
"POLYGON ((1954010.269034289 8368187.126456561, 1954006.083421435 8368154.870934371, 1953978.910333733 8368158.151902008, 1953980.40201491 8368198.765081669, 1954001.30781528 8368196.969406881, 1954001.007252655 8368188.013208294, 1954010.269034289 8368187.126456561))",house,"[1954010.269034289, 1954006.0834214354, 1953978.9103337328, 1953980.4020149095, 1954001.3078152803, 1954001.0072526552, 1954010.269034289]","[8368187.126456561, 8368154.870934371, 8368158.151902008, 8368198.765081669, 8368196.969406881, 8368188.013208294, 8368187.126456561]"
"POLYGON ((1954008.476790487 8368047.974260341, 1954004.591740259 8368030.948968768, 1954018.028002797 8368028.865146717, 1954022.803608953 8368045.291887579, 1954008.476790487 8368047.974260341))",house,"[1954008.4767904873, 1954004.591740259, 1954018.0280027974, 1954022.8036089526, 1954008.4767904873]","[8368047.974260341, 8368030.948968768, 8368028.865146717, 8368045.291887579, 8368047.974260341]"
"POLYGON ((1954033.557071763 8368053.361177191, 1954025.497540629 8368024.697504381, 1954058.036227789 8368018.423877008, 1954064.604077746 8368046.178622266, 1954033.557071763 8368053.361177191))",house,"[1954033.5570717633, 1954025.4975406295, 1954058.0362277888, 1954064.6040777457, 1954033.5570717633]","[8368053.361177191, 8368024.697504381, 8368018.423877008, 8368046.178622266, 8368053.361177191]"
"POLYGON ((1953937.10986494 8368078.4336691, 1953929.952021682 8368031.857870062, 1953962.791271466 8368024.985692346, 1953971.752490475 8368071.561447985, 1953937.10986494 8368078.4336691))",house,"[1953937.10986494, 1953929.9520216817, 1953962.7912714658, 1953971.7524904746, 1953937.10986494]","[8368078.4336691, 8368031.857870062, 8368024.985692346, 8368071.561447985, 8368078.4336691]"
"POLYGON ((1954053.705899597 8367316.299033409, 1954046.692771677 8367294.354552863, 1954066.552168834 8367289.123352994, 1954069.234968562 8367300.184241831, 1954086.55628133 8367294.354552863, 1954089.840206308 8367304.661800746, 1954053.705899597 8367316.299033409))",house,"[1954053.705899597, 1954046.6927716767, 1954066.552168834, 1954069.2349685624, 1954086.55628133, 1954089.8402063083, 1954053.705899597]","[8367316.299033409, 8367294.354552863, 8367289.123352994, 8367300.184241831, 8367294.354552863, 8367304.661800746, 8367316.299033409]"
"POLYGON ((1954044.900527875 8367290.763644078, 1954037.887399955 8367268.531081092, 1954057.446234487 8367264.341702349, 1954059.984318878 8367274.360749649, 1954077.149784358 8367268.974401729, 1954081.780675175 8367281.077065523, 1954044.900527875 8367290.763644078))",house,"[1954044.900527875, 1954037.8873999547, 1954057.4462344875, 1954059.9843188776, 1954077.149784358, 1954081.780675175, 1954044.900527875]","[8367290.763644078, 8367268.531081092, 8367264.341702349, 8367274.360749649, 8367268.974401729, 8367281.077065523, 8367290.763644078]"
"POLYGON ((1954037.58683733 8367264.496864478, 1954032.655383888 8367243.151018811, 1954052.659496383 8367239.427139292, 1954054.607587472 8367248.825505505, 1954070.281371776 8367244.946461401, 1954074.010574717 8367255.696960077, 1954037.58683733 8367264.496864478))",house,"[1954037.5868373297, 1954032.6553838877, 1954052.6594963833, 1954054.607587472, 1954070.281371776, 1954074.0105747173, 1954037.5868373297]","[8367264.496864478, 8367243.151018811, 8367239.4271392925, 8367248.825505505, 8367244.946461401, 8367255.696960077, 8367264.496864478]"
"POLYGON ((1954031.319549998 8367235.836257256, 1954027.879777733 8367213.736855026, 1954049.831981317 8367210.744463628, 1954050.867252581 8367220.453115702, 1954067.888002724 8367218.059200305, 1954070.281371776 8367229.408139445, 1954031.319549998 8367235.836257256))",house,"[1954031.3195499983, 1954027.8797777325, 1954049.831981317, 1954050.8672525813, 1954067.8880027237, 1954070.281371776, 1954031.3195499983]","[8367235.836257256, 8367213.736855026, 8367210.744463628, 8367220.453115702, 8367218.059200305, 8367229.408139445, 8367235.836257256]"
"POLYGON ((1954027.289784431 8367206.577283558, 1954026.532811894 8367184.034653436, 1954048.930293442 8367183.591337899, 1954049.086140729 8367193.87626519, 1954064.759925033 8367192.834472333, 1954065.505765621 8367203.895216772, 1954027.289784431 8367206.577283558))",house,"[1954027.2897844315, 1954026.532811894, 1954048.9302934418, 1954049.0861407288, 1954064.7599250327, 1954065.5057656209, 1954027.2897844315]","[8367206.577283558, 8367184.034653436, 8367183.591337899, 8367193.87626519, 8367192.834472333, 8367203.895216772, 8367206.577283558]"
"POLYGON ((1954026.087533931 8367177.473586221, 1954026.087533931 8367154.177411633, 1954049.230856067 8367154.465565573, 1954048.785578104 8367165.814406869, 1954064.459362407 8367165.526252474, 1954064.459362407 8367177.163265621, 1954026.087533931 8367177.473586221))",house,"[1954026.0875339312, 1954026.0875339312, 1954049.2308560668, 1954048.7855781037, 1954064.4593624072, 1954064.4593624072, 1954026.0875339312]","[8367177.473586221, 8367154.177411633, 8367154.465565573, 8367165.814406869, 8367165.526252474, 8367177.163265621, 8367177.473586221]"
"POLYGON ((1954025.942818593 8367148.79115148, 1954027.879777733 8367125.517233079, 1954048.785578104 8367128.199271359, 1954048.184452854 8367139.6810661, 1954065.349918334 8367140.878010984, 1954064.759925033 8367151.185044393, 1954025.942818593 8367148.79115148))",house,"[1954025.942818593, 1954027.8797777325, 1954048.7855781037, 1954048.1844528536, 1954065.3499183336, 1954064.7599250327, 1954025.942818593]","[8367148.79115148, 8367125.517233079, 8367128.199271359, 8367139.6810661, 8367140.878010984, 8367151.185044393, 8367148.79115148]"
"POLYGON ((1954029.371458909 8367121.327935566, 1954033.256509138 8367098.630407346, 1954054.006462222 8367102.9748507, 1954052.069503082 8367113.414824535, 1954068.934405937 8367115.963864978, 1954066.997446798 8367127.888952836, 1954029.371458909 8367121.327935566))",house,"[1954029.3714589095, 1954033.2565091383, 1954054.006462222, 1954052.069503082, 1954068.9344059373, 1954066.9974467976, 1954029.3714589095]","[8367121.327935566, 8367098.630407346, 8367102.9748507, 8367113.414824535, 8367115.963864978, 8367127.888952836, 8367121.327935566]"
"POLYGON ((1954091.921880786 8367115.65354696, 1954119.996656364 8367120.884623797, 1954124.471699894 8367098.940724642, 1954094.760527801 8367098.940724642, 1954091.921880786 8367115.65354696))",house,"[1954091.9218807858, 1954119.9966563643, 1954124.471699894, 1954094.760527801, 1954091.9218807858]","[8367115.65354696, 8367120.884623797, 8367098.940724642, 8367098.940724642, 8367115.65354696]"
"POLYGON ((1954082.370668476 8367149.54478435, 1954085.354030829 8367123.123348501, 1954120.297218989 8367128.354430631, 1954116.412168761 8367153.423778282, 1954082.370668476 8367149.54478435))",house,"[1954082.3706684762, 1954085.354030829, 1954120.2972189893, 1954116.4121687606, 1954082.3706684762]","[8367149.54478435, 8367123.123348501, 8367128.354430631, 8367153.4237782825, 8367149.54478435]"
"POLYGON ((1954082.370668476 8367178.205056264, 1954082.971793726 8367154.177411633, 1954115.966890797 8367155.374358864, 1954115.065202922 8367179.113852475, 1954082.370668476 8367178.205056264))",house,"[1954082.3706684762, 1954082.9717937263, 1954115.9668907975, 1954115.0652029216, 1954082.3706684762]","[8367178.205056264, 8367154.177411633, 8367155.374358864, 8367179.113852475, 8367178.205056264]"
"POLYGON ((1954083.417071689 8367206.422122636, 1954082.370668476 8367181.795910245, 1954115.065202922 8367181.352594847, 1954116.111606135 8367205.535488902, 1954083.417071689 8367206.422122636))",house,"[1954083.4170716894, 1954082.3706684762, 1954115.0652029216, 1954116.1116061355, 1954083.4170716894]","[8367206.422122636, 8367181.795910245, 8367181.352594847, 8367205.535488902, 8367206.422122636]"
"POLYGON ((1954119.395531113 8367231.358740123, 1954116.857446723 8367208.062395333, 1954084.608190241 8367210.899624636, 1954089.239081058 8367236.124414391, 1954119.395531113 8367231.358740123))",house,"[1954119.3955311135, 1954116.8574467234, 1954084.6081902408, 1954089.2390810582, 1954119.3955311135]","[8367231.358740123, 8367208.062395333, 8367210.899624636, 8367236.124414391, 8367231.358740123]"
"POLYGON ((1954120.586649665 8367232.999018359, 1954089.840206308 8367239.715296576, 1954096.252208978 8367263.898381984, 1954127.31034691 8367256.428437884, 1954120.586649665 8367232.999018359))",house,"[1954120.5866496654, 1954089.8402063083, 1954096.252208978, 1954127.3103469096, 1954120.5866496654]","[8367232.999018359, 8367239.715296576, 8367263.898381984, 8367256.428437884, 8367232.999018359]"
"POLYGON ((1954104.32287206 8367264.807188755, 1954135.225162705 8367255.386636186, 1954143.128846551 8367277.042842055, 1954112.827681157 8367287.793387513, 1954104.32287206 8367264.807188755))",house,"[1954104.3228720604, 1954135.2251627047, 1954143.1288465508, 1954112.8276811573, 1954104.3228720604]","[8367264.807188755, 8367255.386636186, 8367277.042842055, 8367287.793387513, 8367264.807188755]"
"POLYGON ((1954139.844921573 8367181.640749854, 1954171.648900092 8367165.215932381, 1954160.606006605 8367144.757000364, 1954130.594271888 8367161.336932243, 1954139.844921573 8367181.640749854))",house,"[1954139.8449215726, 1954171.648900092, 1954160.6060066053, 1954130.5942718878, 1954139.8449215726]","[8367181.640749854, 8367165.215932381, 8367144.757000364, 8367161.336932243, 8367181.640749854]"
"POLYGON ((1954171.648900092 8367165.215932381, 1954183.437634167 8367184.92128458, 1954150.743099721 8367201.944623364, 1954139.844921573 8367181.640749854, 1954171.648900092 8367165.215932381))",house,"[1954171.648900092, 1954183.4376341673, 1954150.743099721, 1954139.8449215726, 1954171.648900092]","[8367165.215932381, 8367184.92128458, 8367201.944623364, 8367181.640749854, 8367165.215932381]"
"POLYGON ((1954183.437634167 8367184.92128458, 1954194.04638164 8367203.740055911, 1954160.750721944 8367220.896433454, 1954150.743099721 8367201.944623364, 1954183.437634167 8367184.92128458))",house,"[1954183.4376341673, 1954194.0463816398, 1954160.7507219436, 1954150.743099721, 1954183.4376341673]","[8367184.92128458, 8367203.740055911, 8367220.896433454, 8367201.944623364, 8367184.92128458]"
"POLYGON ((1954194.04638164 8367203.740055911, 1954204.343434538 8367222.248552759, 1954171.203622129 8367240.313777107, 1954160.750721944 8367220.896433454, 1954194.04638164 8367203.740055911))",house,"[1954194.0463816398, 1954204.3434345378, 1954171.2036221293, 1954160.7507219436, 1954194.0463816398]","[8367203.740055911, 8367222.248552759, 8367240.313777107, 8367220.896433454, 8367203.740055911]"
"POLYGON ((1954205.53455309 8367169.094934555, 1954197.174459331 8367154.775885224, 1954218.22497504 8367143.582220505, 1954226.585068799 8367158.499722004, 1954205.53455309 8367169.094934555))",house,"[1954205.5345530896, 1954197.1744593307, 1954218.22497504, 1954226.5850687986, 1954205.5345530896]","[8367169.094934555, 8367154.775885224, 8367143.582220505, 8367158.499722004, 8367169.094934555]"
"POLYGON ((1954196.428618743 8367150.896890575, 1954187.623247021 8367135.070613553, 1954213.449368885 8367120.286152956, 1954223.902269071 8367136.710870381, 1954196.428618743 8367150.896890575))",house,"[1954196.4286187426, 1954187.6232470206, 1954213.4493688848, 1954223.9022690705, 1954196.4286187426]","[8367150.896890575, 8367135.070613553, 8367120.286152956, 8367136.710870381, 8367150.896890575]"
"POLYGON ((1954181.500675027 8367136.112398251, 1954173.886421857 8367120.884623797, 1954196.58446603 8367109.82400384, 1954203.152315987 8367124.009972323, 1954181.500675027 8367136.112398251))",house,"[1954181.5006750273, 1954173.886421857, 1954196.58446603, 1954203.1523159868, 1954181.5006750273]","[8367136.112398251, 8367120.884623797, 8367109.82400384, 8367124.009972323, 8367136.112398251]"
"POLYGON ((1954167.463287238 8367119.687682163, 1954156.720956377 8367100.869125284, 1954184.038759417 8367086.395050012, 1954195.237500191 8367105.945032838, 1954167.463287238 8367119.687682163))",house,"[1954167.4632872383, 1954156.720956377, 1954184.0387594174, 1954195.2375001912, 1954167.4632872383]","[8367119.687682163, 8367100.869125284, 8367086.395050012, 8367105.945032838, 8367119.687682163]"
"POLYGON ((1954220.918906717 8367214.335333456, 1954205.990963002 8367186.716712995, 1954245.843340706 8367165.969566925, 1954259.880728495 8367192.235995647, 1954220.918906717 8367214.335333456))",house,"[1954220.9189067173, 1954205.990963002, 1954245.8433407058, 1954259.8807284946, 1954220.9189067173]","[8367214.335333456, 8367186.7167129945, 8367165.969566925, 8367192.235995647, 8367214.335333456]"
"POLYGON ((1954261.672972296 8367191.194203023, 1954247.791431795 8367164.329303596, 1954283.469328594 8367143.116741751, 1954300.790641362 8367170.44704437, 1954261.672972296 8367191.194203023))",house,"[1954261.6729722964, 1954247.791431795, 1954283.4693285937, 1954300.7906413618, 1954261.6729722964]","[8367191.194203023, 8367164.329303596, 8367143.116741751, 8367170.44704437, 8367191.194203023]"
"POLYGON ((1954355.125684818 8367133.430357094, 1954356.316803369 8367106.698661326, 1954377.367319078 8367106.543502516, 1954377.667881703 8367134.161822774, 1954355.125684818 8367133.430357094))",house,"[1954355.1256848176, 1954356.3168033694, 1954377.3673190782, 1954377.6678817032, 1954355.1256848176]","[8367133.430357094, 8367106.698661326, 8367106.543502516, 8367134.161822774, 8367133.430357094]"
"POLYGON ((1954325.870922637 8367127.755959182, 1954331.982362682 8367100.580973439, 1954353.934566266 8367105.058411176, 1954347.511431647 8367132.366407153, 1954325.870922637 8367127.755959182))",house,"[1954325.870922637, 1954331.9823626815, 1954353.934566266, 1954347.5114316475, 1954325.870922637]","[8367127.755959182, 8367100.580973439, 8367105.058411176, 8367132.366407153, 8367127.755959182]"
"POLYGON ((1954298.697834935 8367119.089211419, 1954309.596013083 8367097.588627943, 1954330.201250829 8367102.066063871, 1954317.655544216 8367127.755959182, 1954298.697834935 8367119.089211419))",house,"[1954298.6978349346, 1954309.5960130831, 1954330.201250829, 1954317.6555442163, 1954298.6978349346]","[8367119.089211419, 8367097.588627943, 8367102.066063871, 8367127.755959182, 8367119.089211419]"
"POLYGON ((1954276.155638049 8367095.194752425, 1954295.558625294 8367075.955114427, 1954311.833534848 8367089.232232514, 1954293.922228779 8367110.732791631, 1954276.155638049 8367095.194752425))",house,"[1954276.1556380487, 1954295.558625294, 1954311.833534848, 1954293.9222287794, 1954276.1556380487]","[8367095.194752425, 8367075.955114427, 8367089.232232514, 8367110.7327916315, 8367095.194752425]"
"POLYGON ((1954260.481853745 8367076.686574397, 1954280.029556328 8367056.227887939, 1954296.605028508 8367070.568911395, 1954277.3467566 8367091.182796121, 1954260.481853745 8367076.686574397))",house,"[1954260.4818537454, 1954280.0295563284, 1954296.6050285075, 1954277.3467566003, 1954260.4818537454]","[8367076.686574397, 8367056.227887939, 8367070.568911395, 8367091.182796121, 8367076.686574397]"
"POLYGON ((1954293.321103529 8367058.488758412, 1954295.413909956 8367026.969626721, 1954319.30307268 8367029.363480096, 1954316.16386304 8367060.261990639, 1954293.321103529 8367058.488758412))",house,"[1954293.321103529, 1954295.4139099559, 1954319.30307268, 1954316.16386304, 1954293.321103529]","[8367058.488758412, 8367026.969626721, 8367029.363480096, 8367060.261990639, 8367058.488758412]"
"POLYGON ((1954337.359094087 8367065.936336632, 1954318.846662768 8367057.136669126, 1954329.444278292 8367031.447019779, 1954349.459522736 8367040.268821981, 1954337.359094087 8367065.936336632))",house,"[1954337.3590940873, 1954318.8466627682, 1954329.4442782917, 1954349.4595227363, 1954337.3590940873]","[8367065.936336632, 8367057.136669126, 8367031.447019779, 8367040.268821981, 8367065.936336632]"
"POLYGON ((1954353.188725678 8367083.269717432, 1954338.4054973 8367068.485360662, 1954358.565457083 8367046.829767135, 1954374.239241387 8367062.811012714, 1954353.188725678 8367083.269717432))",house,"[1954353.1887256778, 1954338.4054973004, 1954358.5654570828, 1954374.2392413868, 1954353.1887256778]","[8367083.269717432, 8367068.4853606615, 8367046.829767135, 8367062.811012714, 8367083.269717432]"
"POLYGON ((1954301.380634663 8366990.396963407, 1954300.9353567 8366968.165305782, 1954322.431150371 8366967.699838092, 1954322.731712997 8366989.953659507, 1954301.380634663 8366990.396963407))",house,"[1954301.3806346627, 1954300.9353566996, 1954322.4311503714, 1954322.731712997, 1954301.3806346627]","[8366990.396963407, 8366968.165305782, 8366967.699838092, 8366989.9536595065, 8366990.396963407]"
